RestWavelength lambda_Flambda
0.11961474756878591 0.10945635132363611
0.12081089504429504 0.10792846892480057
0.12201900399483842 0.11589025092452714
0.12323919403460444 0.11390320425562016
0.12447158597505292 0.11050976430894836
0.12571630183490692 0.11595077766481496
0.12697346485306812 0.11558906575970698
0.12824319950170437 0.12037108380343438
0.12952563149682803 0.11875306191385747
0.1308208878116027 0.12189881144734137
0.13212909668982747 0.11894886179223586
0.1334503876568356 0.12764403538254493
0.13478489153320453 0.12740432602215418
0.13613274044864862 0.13706360583939323
0.13749406785324825 0.13158512082591697
0.13886900853157527 0.13348438155256648
0.14025769861700646 0.13493975124536184
0.14166027560296693 0.13921908183537526
0.14307687835911434 0.13210384736683714
0.1445076471428244 0.13239664266311993
0.14595272361403672 0.1346190084170421
0.1474122508502984 0.13244843647482893
0.14888637335892393 0.13030640427235782
0.15037523709229064 0.12713503272112658
0.15187898946333855 0.12508264051033038
0.1533977793580982 0.12524921207817583
0.15493175715144997 0.12323118114457987
0.15648107472309325 0.12123861985853872
0.15804588547045423 0.11930240973713241
0.1596263443249226 0.11741091275100923
0.16122260776830452 0.11561668191828149
0.16283483384574665 0.11386234551817381
0.16446318218433942 0.112164623403285
0.16610781400631952 0.11049433879498458
0.16776889214613452 0.10885867686245976
0.16944658106773533 0.10726246873374662
0.17114104687855353 0.10569671268059284
0.1728524573470833 0.10422410554822599
0.17458098192069782 0.10283301416034782
0.17632679174004992 0.10151072495721218
0.17809005965718694 0.10022344867693869
0.17987096025390684 0.09899631185182457
0.18166966985659538 0.09784905170279994
0.18348636655488987 0.09685263115671978
0.1853212302205913 0.09595908293599995
0.18717444252252027 0.09514236282963213
0.18904618694790107 0.09445793343846988
0.1909366488175372 0.09385843174526821
0.19284601530542725 0.09330987465883699
0.19477447545864182 0.09278624212674978
0.19672222021339014 0.09228601272987091
0.19868944241523004 0.0918192897048158
0.2006763368395475 0.09142472095168003
0.20268310020810978 0.0911183870688546
0.20470993120988804 0.09087667929990861
0.20675703052215708 0.09065669148931299
0.20882460082755053 0.09047737339568586
0.21091284683551392 0.09041426555135673
0.21302197530404438 0.090438744902276
0.21515219505676653 0.09055343289816113
0.21730371700751303 0.09089616443898665
0.21947675417776874 0.09137210947544624
0.22167152171921847 0.09198476042123506
0.22388823693659493 0.09272566566219735
0.22612711930614698 0.09356183591837511
0.22838839049887055 0.09454560383904034
0.23067227440404905 0.09562680860504919
0.2329789971482813 0.09677322443853903
0.23530878711941597 0.09797514525442737
0.23766187499080574 0.09921254543692194
0.24003849374091135 0.10048040543938667
0.2424388786779617 0.10183856472823388
0.24486326746494286 0.10318735488382877
0.24731190013922638 0.10457292265949962
0.24978501914082424 0.10590642236262517
0.2522828693324401 0.10706680262490881
0.2548056980253875 0.1081635750100286
0.25735375500585317 0.1092375766940302
0.2599272925561256 0.11013311435317123
0.2625265654812985 0.11087113463984682
0.2651518311363296 0.11131548173080931
0.26780334944791334 0.1116684823627974
0.2704813829419923 0.11199047699681142
0.273186196771637 0.1120944467873534
0.27591805873958053 0.11210026619977755
0.27867723932656396 0.11201189260225435
0.28146401172006125 0.11187866020713538
0.28427865183684126 0.11175543328927533
0.287121438355446 0.11167259588358011
0.28999265273923913 0.11161784513201808
0.2928925792661981 0.11154447243728957
0.29582150505910354 0.11147951930198176
0.2987797201099405 0.11142948332440791
0.3017675173105934 0.11146089509081872
0.30478519248395014 0.11153255555984921
0.307833044409043 0.11163723742766923
0.31091137485267345 0.11175957002530139
0.31402048860145865 0.11190601161681504
0.31716069348773424 0.11205966678314251
0.3203323004221376 0.11222059415796679
0.3235356234266253 0.1123888564360929
0.326770979660408 0.11256452047857775
0.33003868945728376 0.11274765742107837
0.3333390763521309 0.11294534256521564
0.3366724671151541 0.11316063019372326
0.3400391917865855 0.11339906591257867
0.343439583704734 0.11369316832533954
0.3468739795412681 0.11399360238634779
0.3503427193369691 0.11430016218098456
0.35384614653063 0.11461153451762297
0.35738460799540755 0.1149296098043216
0.3609584540756587 0.11530611631775836
0.36456803861671533 0.11571042486284422
0.3682137190023377 0.11614290250659833
0.37189585619266713 0.11660434468114066
0.375614814754038 0.11705229833656279
0.37937096290189065 0.11749127871171654
0.3831646725312249 0.11793237357797229
0.38699631925596456 0.11838182634281175
0.39086628244884586 0.11884668401956336
0.39477494527365925 0.1193337805405688
0.3987226947258059 0.11981560144000261
0.40270992167339537 0.12030760726215287
0.4067370208904641 0.12081001612385014
0.4108043910987609 0.12132305214515941
0.41491243501008995 0.12184694562069462
0.4190615593605358 0.12238193319843077
0.42325217495351486 0.12289765507771007
0.4274846967034019 0.12337389828009772
0.4317595436697971 0.1238617921930984
0.4360771391068539 0.12435504582307352
0.44043791049828496 0.12482390907641001
0.44484228960260963 0.12527999841865725
0.4492907124990055 0.12574195247203773
0.453783619624369 0.12621785504852776
0.45832145581993455 0.1267078752707066
0.46290467037851485 0.1272122888562425
0.4675337170826848 0.1277181169344445
0.47220905425281295 0.12799916228798708
0.4769311447957336 0.12829377113130952
0.4817004562440874 0.1285828355767897
0.48651746080580843 0.12885886326843604
0.49138263541427096 0.12917325164816879
0.49629646176767933 0.12949922709418302
0.5012594263857687 0.1298305560648242
0.5062720206500431 0.13017519608439632
0.5113347408557869 0.13053326222456232
0.5164480882647698 0.13090075939106652
0.5216125691478467 0.13119088095469303
0.5268286948385458 0.13148851105414927
0.5320969817873691 0.1317956255619672
0.5374179516056851 0.1321134602898433
0.5427921311209389 0.13244207051362694
0.5482200524325994 0.13278151583531136
0.5537022529573812 0.1331318602117761
0.5592392754861275 0.13349543499704897
0.5648316682414536 0.1338962778350971
0.5704799849230241 0.13430762117113418
0.5761847847727285 0.13475962346113396
0.5819466326209348 0.1352453093550461
0.5877660989462744 0.13576964366205752
0.5936437599362258 0.1363236859478899
0.5995801975360815 0.13688905178817717
0.6055759995105463 0.13746464352133875
0.6116317595061551 0.13804658722377328
0.6177480771017251 0.1386401632079581
0.6239255578718192 0.13926965099944244
0.630164813451056 0.1399176886467586
0.6364664615860904 0.14045288679421586
0.6428311262010002 0.14095840168282248
0.6492594374635445 0.14142972182575225
0.6557520318372098 0.14188581307374165
0.6623095521561269 0.1422720923712496
0.6689326476782387 0.1426627203447186
0.6756219741540215 0.14305919710414755
0.6823781938961233 0.1434615711539222
0.6892019758356517 0.14386989178056167
0.6960939955929784 0.1442842090606913
0.7030549355494867 0.1447045738721584
0.710085484905566 0.1451310379036751
0.7171863397535605 0.145563653663627
0.7243582031516923 0.14600247449105577
0.7316017851838112 0.1464475545651494
0.7389178030345561 0.14689894891659067
0.746306981065516 0.14735671343673043
0.7537700508750558 0.14782090488964272
0.761307751384433 0.14829158092234287
0.7689208288989101 0.14876880007518223
0.7766100371867501 0.14925262179379598
0.7843761375592632 0.14974310644091365
0.7922198989355078 0.150240315306644
0.8001420979242317 0.15074431062066831
0.8081435189033949 0.15125515556429414
0.8162249540925367 0.15177143454567063
0.8243872036333812 0.15228660776965247
0.8326310756698252 0.1527819395392459
0.8409573864264409 0.1532551478647261
0.8493669602908177 0.15372512199345215
0.8578606298936418 0.15418958540228417
0.8664392361924932 0.1546761500162796
0.8751036285545338 0.15521918204233923
0.8838546648399925 0.1557724177700126
0.8926932114885106 0.1563726257564668
0.9016201436033072 0.1569839118960826
0.9106363450394608 0.1576356980376363
0.9197427084897651 0.15830478358604524
0.9289401355745718 0.15899898252818453
0.9382295369304415 0.15973160145035922
0.9476118322996531 0.1604779034873693
0.9570879506227762 0.16132700143729434
0.9666588301289092 0.16227807208923878
0.9763254184303274 0.16336568536478685
0.9860886726145113 0.16462276244879331
0.9959495593406734 0.16597998653364943
1.0059090549340741 0.16753424730719846
1.0159681454834089 0.1693303840775175
1.0261278269383314 0.1713961848698672
1.036389105207613 0.1735281803691092
1.0467529962595867 0.1758438380914155
1.0572205262223222 0.17831024764370346
1.0677927314844409 0.18089550541147228
1.078470658799428 0.1835404914692421
1.0892553653873154 0.18624674299336347
1.100147919041334 0.1890151728626207
1.1111493982316383 0.1918518963687467
1.1222608922138448 0.19474280886083284
1.133483501136133 0.19775669127336043
1.1448183361473823 0.20085190788276108
1.156266519509009 0.20405349856958244
1.1678291847039846 0.2073267326082562
1.1795074765511804 0.21066087115478724
1.1913025513165754 0.21407493348319895
1.203215576829623 0.21757587301644277
1.21524773259808 0.22115446348282605
1.2274002099239405 0.22473276409933707
1.239674212023344 0.22839577406222672
1.2520709541434545 0.23216526226534623
1.2645916636853474 0.23600533702003457
1.277237580323252 0.23992985603550174
1.290009956124576 0.24390918552170202
1.302910055686894 0.24790283429706872
1.315939156241816 0.251886470133717
1.3290985478053279 0.2557996179171455
1.342389533284486 0.2597654848472826
1.355813428615325 0.26369798203927464
1.369371562902605 0.26748715013506624
1.3830652785327695 0.27107517286390126
1.3968959313160303 0.2746884064660357
1.4108648906303518 0.27819907881662786
1.424973539537828 0.28168598615414475
1.439223274931077 0.28520958087312476
1.453615507681584 0.28878376504545294
1.4681516627562274 0.29240929106942043
1.48283317938501 0.29601929380499364
1.4976615111800928 0.2997006464316233
1.5126381262896555 0.3034944324882215
1.5277645075538095 0.30734140099575186
1.5430421526306175 0.31124238249933817
1.558472574154618 0.3151982220189003
1.5740572998974596 0.3192097793275202
1.5897978728977427 0.32327792923861104
1.6056958516243443 0.32740356189474745
1.6217528101419223 0.3315875830685887
1.6379703382446895 0.3358309144672931
1.6543500416246888 0.34013449404187274
1.6708935420423108 0.34449927630705074
1.687602477460237 0.3489262326616819
1.7044785022362423 0.353416351726415
1.7215232872600215 0.3579706396766188
1.7387385201300491 0.3625901205905191
1.756125905332795 0.3672758368016108
1.7736871643875824 0.3720288492620771
1.7914240360288078 0.37685023790728933
1.809338276390585 0.38174110203677386
1.827431659155995 0.3867025606948085
1.845705975744824 0.39173575306808844
1.8641630355038064 0.3968418388841043
1.8828046658603939 0.40202199882173634
1.9016327125161843 0.4072774349336595
1.9206490396429268 0.41260937107248175
1.939855530036486 0.41801905332705985
1.959254085338463 0.4235077504770969
1.9788466261934763 0.42907675444037624
1.9986350924524539 0.43472738075029704
2.01862144337864 0.4404609690273099
2.0388076578141043 0.4462788834696667
2.0591957343891987 0.4521825133510322
2.0797876917348024 0.45817327353328124
2.1005855686538792 0.4642526049855131
2.1215914243372787 0.4704219753177357
2.1428073385824153 0.4766828793275978
2.1642354119700205 0.4830368395561108
2.1858777660864863 0.48948540685460745
2.207736543749168 0.4960301609722634
2.2298139091833606 0.5026727111478694
2.252112048277048 0.5094146967170554
2.27463316876169 0.5162577877402516
2.297379500445908 0.5232036856319068
2.3203532954522768 0.5302541238169438
2.3435568284087283 0.5374108683900517
2.366992396689313 0.5446757188046263
2.390662320658174 0.5520505085562613
2.414568943866743 0.5595371059055406
2.438714633301802 0.5671374145996992
2.4631017796368475 0.5748533746183325
2.4877327974352634 0.5826869629295381
2.512610125405898 0.5906401942780334
2.537736226662046 0.5987151219726257
2.563113588924874 0.6069138386996189
2.5887447248162534 0.6152384773662091
2.6146321720665675 0.6236912119380792
2.6407784937833263 0.6322742583230948
2.6671862787233542 0.6409898752525348
2.693858141512805 0.6498403652000271
2.7207967229239074 0.6588280753146056
2.748004690155408 0.6679553983677117
2.7754847370592466 0.6772247737373233
2.803239584425691 0.6866386884027909
2.8312719802722786 0.6961996779705891
2.8595847000773547 0.7059103277144524
2.888180547073855 0.7156532672167953
2.9170623525469943 0.7254665313315928
2.9462329760681047 0.7350294928368631
2.975695305831235 0.7446210741289268
3.0054522588920207 0.7542455641243369
3.0355067814764496 0.7639592517490406
3.0658618492937375 0.7738192248140591
3.0965204677892233 0.7838151297806317
3.1274856724624884 0.7936708212249707
3.1587605291897125 0.8035006928977656
3.1903481344842355 0.8133323831178215
3.2222516158243106 0.8229672012044399
3.254474131985232 0.8327048708820253
3.287018873307789 0.8424842611816912
3.319889062035955 0.8523920192979481
3.3530879526590742 0.862355771744895
3.3866188321806545 0.8719122885794335
3.4204850205052755 0.8812555669886892
3.4546898707131715 0.8905842529979358
3.489236769415141 0.8997519295698815
3.524129137112193 0.9087873599708202
3.559370428486244 0.9174881434555743
3.594964132765787 0.9240504788740279
3.6309137740964332 0.9303385844118496
3.667222911840416 0.9381141608719678
3.7038951409533403 0.9438010780463811
3.7409340923659524 0.9514327633189802
3.778343433292721 0.9591084364580104
3.816126867620002 0.9668710371270947
3.8542881362993744 0.9746764375583453
3.8928310176566088 0.9825098483716366
3.931759327836411 0.9903842662606522
3.9710769211180423 0.9983478150011572
4.010787690323289 1.006401716964126
4.050895567229856 1.0145472136212592
4.091404522905521 1.0227855658705003
4.132318568128462 1.0311180543677625
4.173641753813182 1.0395459798641835
4.215378171354783 1.0480706635501895
4.257531953062031 1.056693447404624
4.3001072725961915 1.0654156945513966
4.343108345325728 1.0742387896225019
4.386539428772494 1.0831641391265012
4.430404823063865 1.092193171824541
4.474708871287883 1.1013273391138227
4.519455960004482 1.1105681154163942
4.564650519608283 1.1199169985769006
4.6102970247975446 1.1293755102653824
4.656399995049353 1.138945196389844
4.702963995003716 1.1486276275149094
4.749993634946725 1.1584243992879546
4.797493571300141 1.1683371328731178
4.84546850701713 1.1783674753952402
4.893923192080061 1.1885171003879873
4.94286242400493 1.198787708253789
4.992291048249088 1.2091810267309688
5.042213958724117 1.2196988113684175
5.09263609831555 1.230342846010467
5.143562459291096 1.2411149432893582
5.194998083888282 1.25201694512885
5.246948064731482 1.2630507232534547
5.299417545370956 1.279067710210047
5.352411720829071 1.282233335099468
5.405935838041811 1.2957331296255867
5.459995196414152 1.3071659945782514
5.51459514838283 1.3151115020451916
5.569741099871242 1.3266854876799645
5.625438510861632 1.3174182283703584
5.681692895974925 1.3284459217660851
5.738509824939397 1.3395132780005758
5.795894923180215 1.3508198537481124
5.853853872416835 1.3449943160762432
5.912392411132256 1.3432503364114852
5.971516335248493 1.3543962699567378
6.031231498605942 1.365326271639943
6.091543813582987 1.3763870831767258
6.152459251723881 1.3717100863837735
6.2139838442462345 1.3875787061946798
6.276123682679411 1.4264713107455773
6.338884919511421 1.370192413501816
6.4022737687118045 1.3845711395414122
6.466296506389355 1.4381844836580635
6.530959471458624 1.497135513061477
6.59626906617864 1.6183394236157014
6.662231756830567 1.6784567104418522
7.00		  1.70
7.50		  1.80
8.00		  1.90
9.00		  2.00
10.00		  2.10


