# Wavelength	exptime		snr
5.32  		2150.10		48.61		
 6.0   		2150.10		61.57
 6.9   		2150.10		71.08
 8.2  		2150.10		79.47
9.2   		2150.10		90.17
10.7   		2150.10		99.29
12.0   		2150.10		87.14
14.1  		2150.10		101.3
16.9   		2150.10		92.59
18.5   		2150.10		32.36
22.8   		2150.10		15.73
26.5   		2150.10		6.94  
