# Wavelength	exptime		snr
5.32  		2102.32		32.00
 6.0   		2102.32		43.77
 6.9   		2102.32		52.28
8.2  		2102.32		63.83
9.2   		2102.32		73.72
10.7   		2102.32		81.55
12.0   		2102.32		72.94
14.1  		2102.32		87.18
16.9   		2102.32		81.13
18.5   		2102.32		26.65
22.8   		2102.32		13.70
26.5   		2102.32		6.12
