#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
Coe_50563                53.1689072 -27.82392502
Coe_50568                53.1681900 -27.82389259
Coe_50588                53.1540832 -27.82370186
Coe_50615                53.1729012 -27.82345009
Coe_50627                53.1737404 -27.82332230
Coe_50677                53.1524773 -27.82274818
Coe_50689                53.1551132 -27.82263565
Coe_50699                53.1541710 -27.82257652
Coe_50750                53.1662331 -27.82209206
Coe_50755                53.1511688 -27.82202339
Coe_50759                53.1549683 -27.82201004
Coe_50765                53.1577225 -27.82188797
Coe_50766                53.1504326 -27.82188606
Coe_50813                53.1495781 -27.82138062
Coe_50817                53.1661949 -27.82132912
Coe_50825                53.1745720 -27.82125282
Coe_50842                53.1555061 -27.82102776
Coe_50877                53.1699295 -27.82072258
Coe_50913                53.1624680 -27.82039070
Coe_50919                53.1523476 -27.82001495
Coe_50955                53.1540604 -27.81991768
Coe_50967                53.1759110 -27.81978226
Coe_50968                53.1769638 -27.81976318
Coe_50993                53.1483955 -27.81947899
Coe_51020                53.1506958 -27.81926155
Coe_51051                53.1518402 -27.81902504
Coe_51064                53.1467171 -27.81879807
Coe_51089                53.1629219 -27.81872368
Coe_51103                53.1659966 -27.81853867
Coe_51110                53.1495590 -27.81845856
Coe_51132                53.1536827 -27.81832886
Coe_51150                53.1654205 -27.81803322
Coe_51156                53.1653366 -27.81801224
Coe_51185                53.1469612 -27.81769562
Coe_51200                53.1771545 -27.81746483
Coe_51202                53.1452599 -27.81750298
Coe_51205                53.1646347 -27.81748772
Coe_51217                53.1585693 -27.81736755
Coe_51239                53.1645698 -27.81708145
Coe_51249                53.1589394 -27.81700134
Coe_51265                53.1765022 -27.81669998
Coe_51278                53.1654892 -27.81670380
Coe_51331                53.1538353 -27.81604195
Coe_51386                53.1733513 -27.81534576
Coe_51388                53.1539955 -27.81546211
Coe_51397                53.1439629 -27.81521225
Coe_51399                53.1439209 -27.81534195
Coe_51426                53.1692925 -27.81514168
Coe_51438                53.1430206 -27.81501961
Coe_51470                53.1464500 -27.81474686
Coe_51521                53.1727409 -27.81404877
Coe_51573                53.1675110 -27.81367683
Coe_51581                53.1627998 -27.81356239
Coe_51596                53.1421432 -27.81320953
Coe_51661                53.1700325 -27.81283188
Coe_51664                53.1570892 -27.81280518
Coe_51698                53.1667099 -27.81233025
Coe_51742                53.1465111 -27.81189728
Coe_51793                53.1391335 -27.81135750
Coe_51803                53.1643982 -27.81129265
Coe_51827                53.1514816 -27.81115723
Coe_51867                53.1705360 -27.81078720
Coe_51876                53.1544685 -27.81079483
Coe_51898                53.1512032 -27.81061745
Coe_51924                53.1382294 -27.81035614
Coe_51938                53.1611557 -27.81026077
Coe_51940                53.1606712 -27.81025696
Coe_51953                53.1484070 -27.81017876
Coe_51956                53.1375465 -27.81008911
Coe_51994                53.1627083 -27.80977821
Coe_51996                53.1762543 -27.80977249
Coe_52060                53.1625175 -27.80935287
Coe_52063                53.1757126 -27.80930519
Coe_52064                53.1682930 -27.80925369
Coe_52076                53.1637878 -27.80900574
Coe_52085                53.1754684 -27.80908012
Coe_52097                53.1525269 -27.80903053
Coe_52103                53.1606865 -27.80900764
Coe_52108                53.1379700 -27.80895805
Coe_52126                53.1354942 -27.80874825
Coe_52127                53.1379471 -27.80882072
Coe_52164                53.1600609 -27.80862236
Coe_52219                53.1439362 -27.80823898
Coe_52283                53.1434441 -27.80785370
Coe_52307                53.1606598 -27.80759621
Coe_52319                53.1596069 -27.80752754
Coe_52335                53.1336327 -27.80748558
Coe_52349                53.1582108 -27.80734444
Coe_52361                53.1356277 -27.80724907
Coe_52385                53.1504021 -27.80716515
Coe_52388                53.1716537 -27.80712700
Coe_52397                53.1342964 -27.80707359
Coe_52408                53.1712875 -27.80665970
Coe_52430                53.1606751 -27.80689812
Coe_52433                53.1624565 -27.80683327
Coe_52448                53.1613922 -27.80675888
Coe_52456                53.1322708 -27.80676651
Coe_52472                53.1699829 -27.80662346
Coe_52478                53.1507950 -27.80655289
Coe_52481                53.1684723 -27.80661392
Coe_52493                53.1400757 -27.80651093
Coe_52513                53.1401825 -27.80642891
Coe_52539                53.1329613 -27.80629921
Coe_52576                53.1603928 -27.80612946
Coe_52586                53.1630630 -27.80600357
Coe_52601                53.1467857 -27.80595779
Coe_52626                53.1424255 -27.80572510
Coe_52652                53.1485481 -27.80567741
Coe_52655                53.1401634 -27.80562592
Coe_52669                53.1639900 -27.80558586
Coe_52687                53.1637459 -27.80548668
Coe_52710                53.1704826 -27.80534935
Coe_52773                53.1489792 -27.80498123
Coe_52788                53.1732178 -27.80490494
Coe_52799                53.1727104 -27.80487442
Coe_52818                53.1521454 -27.80475235
Coe_52825                53.1586189 -27.80473518
Coe_52887                53.1305160 -27.80433846
Coe_52923                53.1700821 -27.80397034
Coe_52943                53.1599998 -27.80391884
Coe_52968                53.1469345 -27.80374527
Coe_52974                53.1305351 -27.80347443
Coe_52977                53.1453781 -27.80352402
Coe_52988                53.1522102 -27.80354691
Coe_53010                53.1282158 -27.80350494
Coe_53107                53.1296997 -27.80280876
Coe_53128                53.1716690 -27.80277252
Coe_53135                53.1589127 -27.80274200
Coe_53169                53.1742249 -27.80248070
Coe_53220                53.1527748 -27.80218506
Coe_53232                53.1703339 -27.80208015
Coe_53255                53.1530304 -27.80193901
Coe_53262                53.1407356 -27.80193710
Coe_53268                53.1716576 -27.80182457
Coe_53271                53.1287422 -27.80193138
Coe_53371                53.1553879 -27.80128670
Coe_53375                53.1250916 -27.80124283
Coe_53381                53.1256714 -27.80110931
Coe_53391                53.1419983 -27.80111504
Coe_53414                53.1518745 -27.80097961
Coe_53415                53.1376534 -27.80102730
Coe_53482                53.1399345 -27.80058479
Coe_53537                53.1681290 -27.80025482
Coe_53558                53.1540604 -27.80005074
Coe_53573                53.1245499 -27.80002213
Coe_53622                53.1341324 -27.79958534
Coe_53623                53.1386681 -27.79962730
Coe_53633                53.1415367 -27.79945183
Coe_53644                53.1608734 -27.79933167
Coe_53657                53.1697693 -27.79935074
Coe_53678                53.1705513 -27.79920769
Coe_53681                53.1401329 -27.79925728
Coe_53729                53.1405296 -27.79889297
Coe_53749                53.1412392 -27.79868698
Coe_53764                53.1344757 -27.79872322
Coe_53804                53.1349869 -27.79841614
Coe_53838                53.1670570 -27.79823303
Coe_53897                53.1207542 -27.79802132
Coe_53911                53.1512260 -27.79792404
Coe_53966                53.1313210 -27.79764366
Coe_53971                53.1499901 -27.79756737
Coe_53982                53.1374855 -27.79745865
Coe_53986                53.1602135 -27.79746437
Coe_54053                53.1493950 -27.79723358
Coe_54071                53.1418648 -27.79708290
Coe_54162                53.1453552 -27.79657555
Coe_54173                53.1309624 -27.79655075
Coe_54177                53.1315727 -27.79656601
Coe_54192                53.1532288 -27.79651451
Coe_54204                53.1365433 -27.79644394
Coe_54220                53.1204376 -27.79638100
Coe_54247                53.1197967 -27.79621887
Coe_54271                53.1497994 -27.79586220
Coe_54292                53.1376190 -27.79584885
Coe_54295                53.1541405 -27.79584122
Coe_54340                53.1237412 -27.79554176
Coe_54359                53.1457787 -27.79539680
Coe_54385                53.1254730 -27.79536057
Coe_54468                53.1514931 -27.79485321
Coe_54472                53.1307106 -27.79485130
Coe_54490                53.1306457 -27.79390335
Coe_54503                53.1461334 -27.79465294
Coe_54539                53.1166191 -27.79451942
Coe_54576                53.1257210 -27.79432487
Coe_54629                53.1153870 -27.79400253
Coe_54651                53.1495552 -27.79391861
Coe_54675                53.1450119 -27.79380417
Coe_54707                53.1394920 -27.79360771
Coe_54756                53.1272392 -27.79337692
Coe_54799                53.1241036 -27.79312515
Coe_54837                53.1539535 -27.79287148
Coe_54849                53.1229057 -27.79294205
Coe_54861                53.1263428 -27.79290199
Coe_54862                53.1463471 -27.79289055
Coe_54867                53.1558876 -27.79282761
Coe_54878                53.1509628 -27.79282570
Coe_54919                53.1181641 -27.79266739
Coe_54927                53.1380425 -27.79257965
Coe_54983                53.1262131 -27.79237556
Coe_55016                53.1501312 -27.79216385
Coe_55033                53.1454964 -27.79210281
Coe_55049                53.1321068 -27.79206467
Coe_55105                53.1170197 -27.79160500
Coe_55126                53.1276550 -27.79169273
Coe_55175                53.1669006 -27.79144859
Coe_55197                53.1180801 -27.79125023
Coe_55204                53.1186676 -27.79124260
Coe_55210                53.1170616 -27.79127502
Coe_55242                53.1478157 -27.79110718
Coe_55261                53.1406937 -27.79104042
Coe_55372                53.1298332 -27.79051399
Coe_55377                53.1295776 -27.79047394
Coe_55460                53.1354294 -27.78997993
Coe_55468                53.1180153 -27.78989410
Coe_55484                53.1445389 -27.78985023
Coe_55577                53.1188126 -27.78948212
Coe_55623                53.1520882 -27.78936386
Coe_55633                53.1233482 -27.78926468
Coe_55646                53.1394157 -27.78924179
Coe_55649                53.1322441 -27.78921127
Coe_55707                53.1278343 -27.78893280
Coe_55750                53.1216011 -27.78877068
Coe_55779                53.1328850 -27.78855133
Coe_55789                53.1206932 -27.78855324
Coe_55837                53.1193886 -27.78820038
Coe_55845                53.1215477 -27.78826714
Coe_55879                53.1474342 -27.78811646
Coe_55889                53.1342011 -27.78803444
Coe_55902                53.1632538 -27.78797531
Coe_55919                53.1298142 -27.78792381
Coe_55936                53.1546745 -27.78768349
Coe_55940                53.1225128 -27.78779984
Coe_55942                53.1493530 -27.78772545
Coe_55987                53.1276512 -27.78764534
Coe_56004                53.1222801 -27.78753662
Coe_56023                53.1542854 -27.78743172
Coe_56036                53.1238327 -27.78736687
Coe_56105                53.1269798 -27.78704071
Coe_56128                53.1334381 -27.78687096
Coe_56175                53.1221733 -27.78666496
Coe_56184                53.1368904 -27.78658104
Coe_56210                53.1409264 -27.78648758
Coe_56235                53.1623497 -27.78631210
