# This target list is based on HST GLASS observations of M1149
# My program makes use of up to 4 MSA configurations. Thus,
# I expect to be able to observe up to 200 targets. A list of 817 
# targets is needed to make sure enough targets are available and
# optimally placed for any orientation. 
#
# The targets were selected on the basis of the following criteria:
# continuum observations: zphot > 2, 22 < m160 < 25.5
# emission lines : zphot > 3, m160> 25
#
# I plan to include at APT submission a filler list if necessary
# to make sure that no slitlets are left behind
#
# the columns are a target id, RA in HMS, Dec in DMS, photo-z, mag in F160W and mag error
#
#         id         RAh         RAm         RAs        DECd        DECm        DECs       zphot         mag        emag
#
        1455          11          49       40.51          22          24       2.948       3.893       26.46     0.02816
        1456          11          49       35.99          22          24       2.992       4.563       27.28      0.0509
        1458          11          49        31.2          22          24       2.459        2.32       25.25     0.01236
        1465          11          49       36.78          22          24        2.25       4.004       27.51     0.06521
        1470          11          49       31.51          22          24        2.16        3.13       28.46      0.1598
        1471          11          49       33.35          22          24      0.3168       4.683       27.88     0.09426
        1477          11          49       38.34          22          23       59.93       4.789       27.13     0.08222
        1482          11          49       38.88          22          24       1.674       4.597       28.24      0.1254
        1485          11          49       40.96          22          24       1.271       3.291       26.16     0.03914
        1506          11          49       41.66          22          24      0.2592       3.053       24.42     0.06099
        1507          11          49        32.8          22          24      0.7524       4.849       27.62     0.06971
        1511          11          49       40.52          22          24       1.735       4.798       27.47     0.07516
        1515          11          49       32.85          22          24      0.3672       3.493       28.06      0.1047
        1519          11          49       39.31          22          23       59.67         4.2       28.06      0.1522
        1520          11          49       33.77          22          23       59.38        3.13       22.55    0.001399
        1521          11          49       32.74          22          23       59.35       3.711       28.28      0.1289
        1522          11          49       41.29          22          23       59.05       5.495       26.45     0.06786
        1523          11          49       41.26          22          23       59.12       5.012       28.04      0.1276
        1524          11          49       38.98          22          23       58.61        2.22       24.75    0.006821
        1529          11          49       32.68          22          23       58.89       4.328        27.7     0.08885
        1531          11          49       36.79          22          23       58.43       3.737        27.4     0.08698
        1534          11          49       38.22          22          23       58.89       5.255       28.24      0.1309
        1539          11          49        33.1          22          23       58.13       4.439       26.82     0.08947
        1542          11          49        39.3          22          23       57.99        2.31       25.15     0.00962
        1545          11          49       41.17          22          23       58.26       3.751       28.54      0.1785
        1548          11          49       41.43          22          23       58.23       4.384       28.06      0.1667
        1558          11          49       38.27          22          23       57.81       3.951        28.8      0.2259
        1565          11          49       30.23          22          23       57.36       3.319       26.35     0.07924
        1578          11          49       33.55          22          23       57.03       5.068       27.03     0.06637
        1581          11          49       37.16          22          23        56.8       3.175        28.7      0.2163
        1582          11          49       32.52          22          23       56.73       4.704       27.87      0.1424
        1583          11          49       30.18          22          23       56.52       5.657       25.55     0.04744
        1585          11          49        31.7          22          23       56.46       4.216       27.92       0.065
        1586          11          49       31.16          22          23       56.07       2.969       25.48     0.03838
        1587          11          49       31.24          22          23          56        3.11       24.29     0.01059
        1588          11          49       38.22          22          23        56.4       5.287       27.07     0.05613
        1591          11          49       38.83          22          23       56.25       3.711       27.47     0.06246
        1592          11          49       41.01          22          23        56.4       3.519       28.24       0.152
        1593          11          49       32.61          22          23       56.23       3.388       27.73     0.08514
        1600          11          49       34.63          22          23        56.1       3.701       28.45      0.1499
        1601          11          49       36.83          22          23        56.1       6.064       27.62     0.09196
        1607          11          49       34.88          22          23       30.62       2.939       25.48     0.01333
        1617          11          49          34          22          23       3.026       3.615       24.11     0.01463
        1619          11          49       32.61          22          23       36.26        4.32       23.48     0.01749
        1623          11          49       32.88          22          23        37.8       2.451       24.31    0.007759
        1627          11          49       35.66          22          23       44.13       3.844       24.24    0.008666
        1628          11          49       34.99          22          23       30.77       3.845       23.59    0.008225
        1645          11          49       32.63          22          23       22.41       3.639       22.69    0.007757
        1653          11          49       33.89          22          23       25.36       3.424       22.43      0.0035
        1677          11          49        34.8          22          23       55.44       3.559       27.55     0.09981
        1685          11          49       40.59          22          23       55.56       5.611       28.58      0.2258
        1686          11          49       41.23          22          23        55.5       3.615       28.12      0.1327
        1688          11          49       30.52          22          23        55.2        2.28       25.45     0.03825
        1690          11          49       30.72          22          23       55.22       3.909       27.07      0.1512
        1695          11          49       41.23          22          23       54.34       3.133       24.93     0.01132
        1698          11          49       38.95          22          23       47.51       3.387       26.89     0.04449
        1700          11          49       39.14          22          23       52.54       3.156       25.85     0.02655
        1701          11          49       38.94          22          23        49.1       3.267       26.19     0.03074
        1703          11          49       39.12          22          23       50.84       4.722       27.94     0.07722
        1714          11          49       40.93          22          23       53.98       2.701        25.3     0.01357
        1719          11          49        39.7          22          23       54.18       3.761       27.24     0.06972
        1722          11          49       39.06          22          23       54.04       4.304       27.48     0.07491
        1730          11          49       32.05          22          23       53.91       3.216       28.51        0.16
        1734          11          49       32.84          22          23       52.52       2.507       25.15     0.01118
        1747          11          49       31.83          22          23       52.73       5.122       27.28      0.0624
        1749          11          49       41.06          22          23       52.77       3.259       28.66      0.2637
        1752          11          49       38.03          22          23       52.27        3.53       27.41     0.08357
        1754          11          49       40.29          22          23       52.08       3.679       28.14      0.1181
        1759          11          49       40.06          22          23        51.1       3.011       25.62     0.01839
        1763          11          49       40.33          22          23       51.28       4.788       27.65     0.08708
        1764          11          49       41.31          22          23       51.38       4.199        27.9      0.1359
        1767          11          49       33.92          22          23       50.92        4.33       25.88     0.02239
        1771          11          49       36.52          22          23       48.28       3.129       25.85      0.0227
        1796          11          49       30.69          22          23       50.14       4.197       26.47     0.09349
        1799          11          49       30.26          22          23       49.59         2.1       25.13      0.0356
        1803          11          49       39.64          22          23       49.88       4.256       28.81      0.2138
        1804          11          49        32.2          22          23        49.6       3.612       26.76     0.04135
        1807          11          49       40.01          22          23       49.22       3.518       28.01      0.1043
        1808          11          49       33.93          22          23       49.32       3.917       28.86      0.2195
        1811          11          49       32.49          22          23       47.36       3.122       27.53     0.07416
        1815          11          49       29.66          22          23       48.71       3.964       26.12     0.07491
        1817          11          49          40          22          23       48.58       4.451       27.35     0.07044
        1820          11          49       30.33          22          23       48.47       4.458       26.48      0.1071
        1825          11          49       40.29          22          23       47.95       3.759       27.22     0.06531
        1828          11          49       34.92          22          23       47.98       4.901       27.91      0.1071
        1830          11          49       39.11          22          23       47.88       4.822       28.62      0.1757
        1831          11          49       33.41          22          23        47.8       3.453       27.34     0.05476
        1832          11          49       39.93          22          23       47.79       3.932        27.9      0.1047
        1833          11          49       38.38          22          23       47.86       3.325       28.11      0.1116
        1839          11          49       32.71          22          23       47.28       3.985       26.83     0.04688
        1840          11          49       33.68          22          23       47.23       4.286       26.73     0.03195
        1853          11          49       33.28          22          23       46.11        4.92       27.29     0.05712
        1854          11          49       41.51          22          23       45.97       4.301       25.94     0.03032
        1855          11          49       34.31          22          23       45.99       4.458       27.41     0.05817
        1857          11          49       38.34          22          23       46.28       3.825       27.91     0.09262
        1858          11          49       31.04          22          23       46.01       4.772       26.86      0.1321
        1860          11          49       31.88          22          23       45.63       9.242       27.99      0.1448
        1863          11          49       37.88          22          23       45.54       4.028       26.12     0.01773
        1864          11          49       40.45          22          23       45.46       3.468       27.14     0.05288
        1868          11          49          35          22          23        45.3       5.845       28.13       0.113
        1889          11          49       40.75          22          23       44.08       3.259       28.16      0.1273
        1892          11          49       36.06          22          23       43.18       2.694       24.32    0.009603
        1893          11          49       40.13          22          23       43.93       3.278       28.12      0.1309
        1894          11          49       31.81          22          23       43.45       5.794       25.97     0.02066
        1906          11          49       31.04          22          23       43.04        4.18       26.56       0.116
        1909          11          49       39.69          22          23       42.73       4.002       27.86     0.08938
        1911          11          49       40.79          22          23       42.69       4.075       28.66      0.1956
        1912          11          49       41.54          22          23       39.21       4.348       26.47     0.04881
        1916          11          49       31.97          22          23       42.21       4.389       25.94      0.0196
        1920          11          49       37.07          22          23       41.89       4.004       26.65     0.02905
        1923          11          49       35.79          22          23       40.64       4.511       26.13     0.02131
        1928          11          49       30.51          22          23       38.57       3.718       24.89     0.03357
        1929          11          49       38.94          22          23       41.88       6.792       27.89     0.08878
        1930          11          49       38.93          22          23       41.62       6.727       27.88     0.08791
        1932          11          49       40.63          22          23       41.37       3.935       26.19     0.03244
        1936          11          49       32.38          22          23       40.08       3.845        24.4     0.04236
        1937          11          49       32.31          22          23       34.85       2.463       24.29     0.01323
        1938          11          49        32.2          22          23       41.41       4.274       26.76     0.06381
        1939          11          49       32.48          22          23       37.09       4.127       24.67      0.0256
        1946          11          49       32.94          22          23       39.25        2.32       23.55     0.00219
        1948          11          49       40.62          22          23       38.55        2.44       24.86     0.00981
        1950          11          49       40.72          22          23        39.5        3.77       27.03     0.07175
        1951          11          49       40.82          22          23       37.28       2.122       22.94    0.002098
        1961          11          49       39.24          22          23       40.95       4.391       26.48     0.02658
        1962          11          49        41.4          22          23       41.07       3.588        28.1      0.1468
        1967          11          49       31.55          22          23       40.65       4.466       27.05     0.06247
        1968          11          49       41.51          22          23       40.61       5.072       27.44      0.1192
        1972          11          49       36.54          22          23       40.36       4.135       27.41      0.0538
        1975          11          49       36.81          22          23       39.35       2.452       25.32     0.01304
        1977          11          49       37.64          22          23        40.2       4.427       27.41     0.07282
        1987          11          49       40.46          22          23        39.8       5.359        28.1      0.1317
        1988          11          49       39.19          22          23       39.64       3.755       28.22      0.1211
        1989          11          49       41.34          22          23       39.42       4.363       26.66     0.03696
        1992          11          49       32.67          22          23       39.58       4.189       27.85      0.1123
        1996          11          49       37.26          22          23       39.13       5.269       27.11     0.04697
        2003          11          49       38.97          22          23       35.31       4.307       26.88     0.08176
        2004          11          49       39.01          22          23       34.55       4.118        25.7     0.02223
        2010          11          49       38.66          22          23       39.03       3.341        28.6      0.1841
        2011          11          49       31.17          22          23       38.86       3.987       26.72     0.09413
        2020          11          49       36.29          22          23       37.82       2.684       23.98    0.005248
        2022          11          49       40.26          22          23       38.22       5.641       27.22     0.05599
        2023          11          49       35.88          22          23       38.93       5.085       27.27      0.1076
        2024          11          49       31.65          22          23       37.76       3.246       25.13     0.01287
        2027          11          49       36.75          22          23       37.89        4.77       27.79       0.127
        2032          11          49       41.57          22          23       37.75        3.25       28.52      0.2169
        2033          11          49       37.83          22          23       37.72       4.431       28.15      0.1142
        2038          11          49       41.52          22          23       37.15       4.881        26.3     0.03658
        2042          11          49       37.31          22          23       36.87       4.446       27.46     0.06189
        2043          11          49       36.95          22          23       36.65       4.985       26.55      0.0329
        2044          11          49       39.78          22          23       36.62       4.179       25.83     0.01712
        2046          11          49       41.02          22          23       33.76       3.817       26.58     0.03454
        2051          11          49       39.59          22          23       36.36       3.556       27.83     0.09903
        2057          11          49       38.39          22          23       35.73       3.453       26.77     0.06627
        2064          11          49       35.94          22          23       34.82       2.731       24.34    0.005204
        2072          11          49       37.53          22          23       33.06       5.362       27.14     0.04471
        2077          11          49       32.86          22          23       35.11        4.35       27.84     0.09595
        2079          11          49        36.2          22          23       34.81       4.372       27.06     0.04203
        2082          11          49       38.94          22          23       34.62       5.295       27.69      0.1002
        2085          11          49       36.97          22          23       34.38        3.21       26.85     0.06189
        2088          11          49       36.97          22          23       29.43       3.908       26.02     0.02384
        2093          11          49       36.11          22          23       33.93       5.178       26.45     0.04787
        2094          11          49        36.1          22          23       33.53       5.206       27.05     0.05775
        2096          11          49       37.44          22          23       33.89       4.688       27.45     0.09345
        2101          11          49       32.12          22          23       33.99       5.633       28.15      0.1163
        2103          11          49       40.91          22          23       33.68       3.426       27.14     0.05577
        2105          11          49       31.88          22          23        33.5       5.069       27.27      0.1026
        2106          11          49       36.39          22          23       33.46       4.836        28.1      0.1088
        2108          11          49       40.48          22          23       32.79       4.049       27.72     0.09463
        2109          11          49       39.27          22          23       32.87       3.686       24.56    0.005509
        2111          11          49        37.6          22          23       32.87       4.542       26.57     0.03345
        2114          11          49        40.7          22          23       32.59       3.075       26.71     0.03579
        2118          11          49       41.03          22          23        31.7        3.87       27.11     0.05185
        2119          11          49       41.67          22          23        31.9       4.573        27.8      0.1213
        2120          11          49       36.49          22          23       31.64        5.02       27.62     0.07045
        2125          11          49       34.08          22          23       31.39       4.548       27.73     0.07691
        2128          11          49       37.95          22          23       17.12       3.367       25.29     0.03549
        2129          11          49       37.91          22          23       16.48       4.607       27.46     0.07288
        2144          11          49        34.7          22          23       31.13       4.583          28     0.09862
        2147          11          49       30.93          22          23       24.73       4.769       25.07     0.05446
        2160          11          49       35.88          22          23       30.63       3.853       27.82     0.09592
        2166          11          49       34.22          22          23       30.23       5.187       26.58     0.03393
        2167          11          49       41.78          22          23       30.32       5.413       27.43      0.1036
        2168          11          49       40.71          22          23       30.65       4.003       26.45     0.02883
        2175          11          49       39.03          22          23       28.89       5.527       26.49      0.0402
        2176          11          49       39.02          22          23       28.43       5.459       27.27     0.05097
        2182          11          49       30.12          22          23       32.45       3.076        23.9     0.01244
        2184          11          49       32.79          22          23       28.31       3.654       25.43     0.01776
        2187          11          49       40.68          22          23       29.66       3.432        28.5      0.1704
        2192          11          49       39.63          22          23       29.24       3.178       27.72      0.0947
        2195          11          49       41.72          22          23       29.11       4.047       26.62     0.04653
        2196          11          49       34.08          22          23       29.21       5.437       27.66     0.07214
        2197          11          49       35.75          22          23        28.9         2.6       25.35       0.011
        2201          11          49       32.97          22          23       29.04       3.018       28.17       0.116
        2206          11          49       41.47          22          23       28.63       3.235       28.27      0.1431
        2207          11          49       40.68          22          23       26.58       3.839       27.96       0.128
        2210          11          49       32.55          22          23        27.3       3.521       27.18     0.05751
        2211          11          49       32.67          22          23       28.07       5.098       26.47     0.04029
        2212          11          49        32.6          22          23        27.9       5.085        27.4     0.08461
        2218          11          49       39.89          22          23       28.08       4.816       28.08      0.1218
        2221          11          49       35.52          22          23       27.81       3.539       28.24      0.1232
        2234          11          49       35.64          22          23       27.34       4.018       27.84      0.1148
        2238          11          49       41.41          22          23       28.41       4.593       27.47     0.07103
        2242          11          49       38.58          22          23       27.19       3.463       28.59      0.1696
        2243          11          49       35.56          22          23       27.03       4.132       27.83      0.0846
        2245          11          49       41.32          22          23       26.65       4.202       26.32     0.04104
        2249          11          49        38.5          22          23       26.55         3.3        27.4     0.05874
        2250          11          49       38.49          22          23       26.25       3.145       27.35     0.07371
        2252          11          49       30.11          22          23        30.9       3.203       24.72     0.02377
        2255          11          49        39.3          22          23        24.5       3.416       25.23     0.02943
        2265          11          49       39.13          22          23       26.24       3.002       27.56      0.0746
        2266          11          49       39.77          22          23       25.76       3.529       25.96     0.04047
        2268          11          49       40.59          22          23       19.31       4.351       26.89     0.05146
        2274          11          49       31.52          22          23        25.2       5.274       26.58     0.09205
        2276          11          49       33.18          22          23       25.39        2.95       24.92    0.007419
        2278          11          49       40.11          22          23       25.48       4.036       26.48     0.03945
        2281          11          49       33.34          22          23        25.5       3.731       27.55     0.06566
        2282          11          49       36.32          22          23        25.4       3.542       27.58     0.06791
        2283          11          49        40.7          22          23       25.43        5.51       28.92      0.2472
        2285          11          49       35.96          22          23       25.14       4.557       28.09      0.1125
        2293          11          49       41.43          22          23       23.54       4.228       26.14      0.0825
        2295          11          49       36.06          22          23       23.73        4.61       26.95     0.04482
        2296          11          49       32.97          22          23       24.49       4.242       26.88      0.0416
        2301          11          49       38.49          22          23       19.67       3.332          25     0.01991
        2302          11          49       38.45          22          23       19.11        3.45       26.96     0.03558
        2306          11          49       29.68          22          23       26.51        5.23       24.07     0.01748
        2307          11          49       35.24          22          23       24.01       3.759       27.16     0.05206
        2311          11          49       35.05          22          23       23.74       5.774       28.54      0.1648
        2312          11          49       40.72          22          23       23.44       3.388       28.23      0.1322
        2313          11          49       41.68          22          23       23.61       4.785       27.68     0.09391
        2314          11          49       34.38          22          23       21.54       4.678       27.39     0.07106
        2315          11          49       34.23          22          23        21.9        2.09          22    0.001016
        2322          11          49       35.89          22          23        23.2       3.922       27.93     0.09555
        2323          11          49       35.01          22          23       23.01       6.036       27.85      0.1235
        2325          11          49       36.42          22          23       22.89       3.627       27.46      0.1089
        2326          11          49       29.68          22          23       22.52       2.244       24.79     0.04189
        2327          11          49       41.69          22          23        22.6       5.628       28.15      0.1504
        2329          11          49       34.93          22          23       22.35       4.643       27.41      0.1181
        2338          11          49       30.87          22          23       21.12       3.196       23.99     0.01165
        2346          11          49       41.24          22          23       21.09        3.85       28.56      0.1843
        2347          11          49       40.76          22          23       20.68       4.032       26.04      0.0504
        2351          11          49        38.9          22          23       20.59       6.429       27.74     0.07872
        2355          11          49       33.18          22          23        20.3       3.182       25.99     0.02197
        2356          11          49       37.12          22          23       20.28       4.712       27.67     0.09788
        2357          11          49       40.25          22          23       20.11       3.602       25.82     0.01577
        2360          11          49       36.44          22          23       20.18       3.469       28.65        0.18
        2361          11          49       40.04          22          23        20.2       4.374       27.75     0.08123
        2368          11          49        35.6          22          23       19.96       3.958       28.67      0.1837
        2371          11          49       40.82          22          23       19.24       6.345        27.5     0.09373
        2372          11          49       35.71          22          23       19.86       3.374       28.19      0.1254
        2381          11          49       38.94          22          23       18.97       3.928       26.96     0.09326
        2383          11          49       39.74          22          23        18.5       4.672       27.49      0.0849
        2385          11          49        34.9          22          23        18.5       4.179       28.28      0.1284
        2390          11          49       40.11          22          23       18.11       4.823       25.88     0.01569
        2392          11          49       41.51          22          23       17.67       3.366       24.59      0.0164
        2394          11          49       41.39          22          23       14.46        3.12       24.98     0.01346
        2396          11          49       41.45          22          23       15.62       3.207       25.91     0.01228
        2397          11          49          41          22          23          18       4.337        26.5      0.0364
        2402          11          49       32.36          22          23       1.979         2.1       24.48    0.008468
        2410          11          49       32.05          22          23       3.217       3.619       26.85      0.0557
        2421          11          49       39.16          22          23       17.22       4.339       28.63      0.1846
        2426          11          49       36.11          22          23        16.9       3.927       28.11      0.1249
        2427          11          49       32.48          22          23       33.61        3.77       23.79    0.006961
        2429          11          49       35.56          22          23       16.45       5.214       27.62      0.1126
        2431          11          49       35.67          22          23          15        2.28       24.47    0.005344
        2438          11          49       41.75          22          23       16.48       4.815       26.67     0.04137
        2439          11          49       40.96          22          23       16.44       3.382       27.59     0.07473
        2443          11          49       38.22          22          23       15.81       3.203       26.14     0.03555
        2447          11          49       36.08          22          23       16.22         4.5       27.41     0.06433
        2450          11          49       39.99          22          23       16.27       3.767       28.42      0.1512
        2452          11          49       34.05          22          23       15.52       5.011       27.67     0.07419
        2457          11          49       42.05          22          23       15.56       6.272       26.03     0.06414
        2458          11          49       38.39          22          23        15.5       4.249       27.19     0.04849
        2461          11          49       33.94          22          23       15.36       3.056       28.07       0.105
        2471          11          49       31.85          22          23       14.78       4.055       27.46     0.08461
        2475          11          49       39.72          22          23       14.88       4.061       27.94      0.1175
        2478          11          49       36.76          22          23       14.52       5.317       28.23      0.1285
        2480          11          49       29.85          22          23       14.03       3.042       24.12     0.02674
        2481          11          49       35.81          22          23       14.39        3.78       28.52      0.1643
        2485          11          49       35.29          22          23       14.05       4.402       27.13     0.04969
        2487          11          49       38.38          22          23       14.07       4.519       28.14      0.1174
        2490          11          49       41.98          22          23       14.01       5.958       27.53      0.1143
        2511          11          49       40.37          22          23       13.92       3.758       27.54     0.06832
        2513          11          49       41.24          22          23       13.28       3.393       24.61    0.006773
        2521          11          49       41.47          22          23       16.11       2.952       23.63    0.005521
        2522          11          49       35.01          22          23       13.38       4.815       26.61     0.04914
        2538          11          49       41.61          22          23       13.08       3.669       26.83     0.06106
        2539          11          49       31.56          22          23       12.79        2.12       24.57     0.01528
        2541          11          49       35.15          22          23       12.92       4.688       26.81     0.03919
        2545          11          49       35.62          22          23       12.63       4.395       27.43      0.1288
        2551          11          49       39.92          22          23        12.3       5.451       28.47      0.1612
        2552          11          49       40.63          22          23        12.2       4.803       27.46     0.08989
        2554          11          49       35.37          22          23        12.2       4.717       28.57      0.1655
        2556          11          49       40.86          22          23       11.93       4.591          27     0.04875
        2558          11          49       40.07          22          23       11.99        3.45       28.34      0.1415
        2559          11          49       41.92          22          23       11.87       4.951       26.42     0.06967
        2561          11          49        34.5          22          23       11.96       4.936       28.24        0.15
        2562          11          49       35.26          22          23       11.73       3.862       26.99     0.05149
        2563          11          49       38.19          22          23       9.841       2.346       24.65     0.02718
        2564          11          49       34.23          22          23       11.67       5.163       27.45     0.06041
        2566          11          49       40.26          22          23       11.67       4.716       27.05     0.07318
        2568          11          49       41.81          22          23       10.54       3.538       23.28    0.004085
        2575          11          49       31.12          22          23       10.94       4.108       25.72     0.04689
        2576          11          49       36.57          22          23       11.26        3.21       27.84       0.108
        2577          11          49       39.74          22          23       11.27       5.012        27.8      0.1311
        2578          11          49       31.83          22          23       11.12       4.908       27.53     0.09241
        2585          11          49       41.93          22          23       10.94       6.258       28.34      0.2392
        2586          11          49       35.16          22          23       10.95       4.144        28.4      0.1522
        2593          11          49       35.28          22          23       10.33       5.174       28.04      0.1446
        2594          11          49       35.64          22          23       10.29       3.096       27.65      0.1237
        2596          11          49       35.98          22          23        9.47       4.861       27.48     0.08881
        2599          11          49       37.25          22          23       9.823       3.196       27.73     0.08928
        2600          11          49       39.36          22          23        9.06        2.16       23.11    0.001517
        2601          11          49       35.49          22          23        9.74       4.314       27.28     0.05232
        2604          11          49       31.81          22          23       9.136       6.003       26.81     0.09658
        2608          11          49       36.51          22          23       9.305       4.303       27.75     0.08225
        2611          11          49       37.57          22          23       8.686        4.02       27.32      0.1101
        2612          11          49       35.18          22          23       9.272       3.477       28.46       0.152
        2622          11          49       30.19          22          23        8.48       3.196       23.67     0.01777
        2628          11          49       41.16          22          23       8.653       3.977       27.38      0.1044
        2630          11          49       40.04          22          23       8.434       4.528       27.29     0.05725
        2637          11          49       34.88          22          23        8.03       4.543       27.58      0.1194
        2642          11          49       37.49          22          23        7.26       3.202       26.12     0.03612
        2648          11          49       36.66          22          23        4.25       4.116          26     0.04054
        2652          11          49       31.93          22          23       6.353       4.378       26.86     0.05364
        2659          11          49       33.97          22          23       1.925        3.02       24.24    0.007983
        2670          11          49       37.22          22          23       5.777       3.604       28.14      0.1141
        2671          11          49       37.59          22          23       5.701       4.467       28.29      0.1375
        2673          11          49       37.52          22          23       5.525       3.314       28.25      0.1255
        2676          11          49       39.38          22          23       5.233       4.098       26.62     0.03749
        2680          11          49       37.72          22          23       5.248       4.357       27.92      0.1013
        2684          11          49       40.73          22          23       5.093       6.723       26.27      0.1167
        2690          11          49       35.06          22          23      0.8916       3.481       26.96      0.0859
        2699          11          49       36.96          22          23       4.322       3.254       27.65     0.07304
        2702          11          49       32.94          22          23       3.808        2.81       25.11     0.00955
        2703          11          49       37.57          22          23       4.218       4.847       27.86      0.1126
        2705          11          49       38.19          22          23       4.261       4.445       28.22      0.1324
        2707          11          49       33.22          22          23       3.955       3.135       27.93       0.129
        2710          11          49        35.8          22          23       2.814       3.777       26.71     0.04357
        2712          11          49        37.6          22          23       3.548       5.802       27.87     0.08994
        2716          11          49       35.43          22          23       2.735       3.988       26.69     0.03822
        2718          11          49       33.12          22          23        3.21       3.549        28.9      0.2294
        2719          11          49       34.11          22          23       3.106       4.825       28.17      0.1171
        2720          11          49       36.63          22          23        2.63       4.234       23.72    0.002199
        2729          11          49       38.15          22          23        2.35       3.819        27.2     0.09794
        2731          11          49       36.28          22          23       2.234       4.542       27.44     0.06373
        2734          11          49       34.82          22          23       42.17       3.841       23.43    0.008011
        2747          11          49       35.83          22          23       1.439       4.636       28.58      0.1699
        2753          11          49          32          22          22        59.9        2.83       23.84    0.005685
        2766          11          49       32.58          22          22       58.63       3.125       24.16    0.005503
        2767          11          49        32.2          22          23       0.042       4.481       27.72      0.1255
        2768          11          49       37.67          22          22       59.69       3.337       25.88      0.0289
        2769          11          49       32.67          22          22       59.94       3.306       28.44      0.1534
        2771          11          49       37.27          22          22       59.77       5.347       26.91     0.08578
        2780          11          49       36.93          22          22       59.59       3.198       27.78      0.1414
        2782          11          49       32.48          22          23       15.89        3.98       27.35     0.06382
        2784          11          49       33.57          22          22       59.12        6.26       27.55      0.1425
        2785          11          49       36.97          22          22       59.02       4.663       27.19     0.09771
        2789          11          49       36.82          22          22       58.85       3.554       28.18      0.1796
        2792          11          49       31.96          22          22       58.29        2.84       24.36    0.007475
        2794          11          49       36.75          22          22       58.43       5.128       27.52     0.09802
        2796          11          49       36.94          22          22       55.78       2.341       23.93     0.03954
        2800          11          49       39.81          22          22       58.38        3.99       26.17      0.1348
        2802          11          49       32.31          22          22       57.94       6.039       27.71     0.08174
        2803          11          49       33.74          22          22       57.99       5.156       27.57     0.09172
        2809          11          49       30.95          22          22       51.42       3.148       25.55     0.05179
        2817          11          49       37.29          22          22       57.41       5.111       27.12       0.111
        2823          11          49       39.89          22          22       56.66       2.215        23.9      0.0357
        2824          11          49       39.85          22          22       56.06       2.094       23.26     0.02797
        2833          11          49       33.21          22          22       56.59       6.093       26.15     0.03305
        2840          11          49        34.1          22          22       56.26       4.196       26.19     0.02462
        2842          11          49       34.69          22          22       56.31       6.637       28.13       0.115
        2843          11          49       34.71          22          22       55.88       3.712       27.57     0.06898
        2844          11          49       32.19          22          22       56.56       4.082       27.06     0.08109
        2846          11          49       32.27          22          22       56.48       3.388       26.13     0.03534
        2853          11          49       37.06          22          22       57.52       2.919       23.54    0.003677
        2856          11          49       30.53          22          22       55.24       3.998       25.67       0.126
        2872          11          49       34.27          22          22       53.55       5.284       26.98      0.0419
        2873          11          49       33.38          22          22       53.58       4.069       28.13      0.1204
        2875          11          49        33.2          22          22       53.43       3.987       27.01     0.06442
        2876          11          49       35.02          22          22       52.94       2.394       23.96    0.004572
        2877          11          49       32.24          22          22       52.93       3.196       26.69     0.06918
        2880          11          49       40.73          22          22       51.83       2.634       23.72     0.02884
        2889          11          49       40.76          22          22       52.89       2.471        23.7     0.03673
        2894          11          49       32.79          22          22       50.19       2.421       24.08    0.006602
        2897          11          49       36.71          22          22       52.17       4.813        26.5      0.1496
        2903          11          49       35.02          22          22       50.64       4.265       27.37       0.167
        2907          11          49       32.55          22          22       50.14       3.449       27.21     0.06153
        2910          11          49       34.33          22          22       52.77       5.799        27.9      0.1061
        2914          11          49       41.45          22          22       49.48       2.642       24.26     0.07611
        2929          11          49       33.12          22          22       56.56       6.318       27.69     0.09296
        2933          11          49       33.19          22          22       47.83       3.039       26.43     0.03569
        2934          11          49       37.94          22          22       48.01       4.103       26.37      0.1326
        2939          11          49       31.77          22          22        47.6       3.369       26.99      0.1351
        2941          11          49       35.05          22          22       47.16       5.857       27.12      0.1433
        2943          11          49        40.4          22          22       46.72       2.738       23.56      0.0394
        2948          11          49       32.13          22          22       46.39        3.22       25.27     0.03382
        2950          11          49       31.04          22          22       46.41        4.18       25.84     0.06257
        2954          11          49        34.4          22          22       45.94       4.331       26.39     0.08979
        2969          11          49       39.49          22          22       44.56       3.931       26.23      0.1274
        2974          11          49       30.04          22          22       43.91       4.663       24.47      0.1241
        2978          11          49       35.56          22          22       43.82       3.978       27.04      0.1761
        2979          11          49       30.54          22          22       43.42       3.584       23.07     0.02085
        2981          11          49        30.7          22          22       42.39       7.523       24.67     0.02218
        2993          11          49       30.95          22          22       42.42       4.593       26.08      0.1523
        2997          11          49       34.65          22          22       43.15       2.993       23.16    0.008472
        3000          11          49       30.58          22          22       41.12        6.86       24.22     0.01905
        3004          11          49        38.1          22          22        41.5       2.539       25.28     0.05725
        3011          11          49       34.72          22          22       39.59       3.244        23.5     0.01545
        3014          11          49       37.92          22          22       40.54        2.18       23.72     0.01439
        3019          11          49       32.42          22          22        39.8       3.839       25.04     0.03486
        3027          11          49       30.42          22          22       38.78       2.804       24.92     0.07428
        3044          11          49       38.26          22          22       37.61       3.345       24.58     0.02999
        3051          11          49       31.65          22          22       36.73       2.034       23.89     0.01205
        3053          11          49       37.83          22          22        37.1       2.929        25.2     0.09476
        3058          11          49       39.28          22          22       36.68       2.873       24.76     0.06252
        3059          11          49       39.24          22          22       36.16         2.7       24.61     0.06201
