#ID                             RA                DEC
HST3D_22292              189.2258340  62.25193900
HST3D_22312              189.1832360  62.25203000
HST3D_22377              189.2310180  62.25233800
HST3D_22405              189.1258660  62.25233400
HST3D_22444              189.1988460  62.25254000
HST3D_22455              189.0826660  62.25247400
HST3D_22494              189.2423640  62.25287300
HST3D_22504              189.1699020  62.25293300
HST3D_22674              189.1932780  62.25373100
HST3D_22677              189.0918030  62.25373800
HST3D_22738              189.2754000  62.25412900
HST3D_22852              189.1704510  62.25469000
HST3D_22878              189.1852230  62.25482900
HST3D_22920              189.1134530  62.25480200
HST3D_22928              189.1130920  62.25497200
HST3D_22959              189.0913900  62.25466600
HST3D_23020              189.0768580  62.25522300
HST3D_23024              189.0801570  62.25539500
HST3D_23055              189.1186340  62.25556500
HST3D_23056              189.0981560  62.25555000
HST3D_23189              189.1208700  62.25626500
HST3D_23250              189.2440760  62.25660100
HST3D_23270              189.0798320  62.25645700
HST3D_23283              189.2132640  62.25672500
HST3D_23295              189.2066670  62.25677800
HST3D_23335              189.2178210  62.25700100
HST3D_23358              189.2411510  62.25691800
HST3D_23486              189.2348270  62.25750400
HST3D_23523              189.2046730  62.25777700
HST3D_23571              189.1505800  62.25814200
HST3D_23591              189.1881200  62.25822300
HST3D_23604              189.2261540  62.25828400
HST3D_23630              189.1417960  62.25841300
HST3D_23658              189.2262930  62.25855100
HST3D_23668              189.0863340  62.25849300
HST3D_23672              189.2014820  62.25863700
HST3D_23687              189.1370310  62.25872000
HST3D_23762              189.0858840  62.25904100
HST3D_23775              189.2312220  62.25911000
HST3D_23807              189.1576610  62.25930100
HST3D_23833              189.2005970  62.25944600
HST3D_23840              189.1586100  62.25945900
HST3D_23875              189.2037870  62.25963700
HST3D_23880              189.1519700  62.25963600
HST3D_23894              189.1063750  62.25971200
HST3D_24007              189.1916750  62.26025800
HST3D_24084              189.2406130  62.26064600
HST3D_24088              189.1372410  62.26063600
HST3D_24129              189.2051250  62.26071300
HST3D_24214              189.1219870  62.26130700
HST3D_24375              189.2211490  62.26203800
HST3D_24378              189.1309380  62.26199900
HST3D_24392              189.1000500  62.26204300
HST3D_24398              189.1378480  62.26210900
HST3D_24470              189.1945870  62.26244600
HST3D_24504              189.1251280  62.26253700
HST3D_24520              189.2568960  62.26269500
HST3D_24538              189.1284270  62.26277100
HST3D_24588              189.1016360  62.26296400
HST3D_24686              189.2307720  62.26354800
HST3D_24750              189.1621510  62.26381200
HST3D_24806              189.2293330  62.26413900
HST3D_24879              189.2074390  62.26445000
HST3D_24908              189.2364610  62.26453500
HST3D_25072              189.1376060  62.26519800
HST3D_25098              189.1778910  62.26535800
HST3D_25123              189.0960110  62.26541100
HST3D_25181              189.1478090  62.26568500
HST3D_25192              189.2649370  62.26579400
HST3D_25311              189.2325250  62.26632400
HST3D_25375              189.1928320  62.26662600
HST3D_25469              189.1143940  62.26703700
HST3D_25630              189.1670240  62.26780400
HST3D_25699              189.2180840  62.26809200
HST3D_25735              189.2054780  62.26837500
HST3D_25750              189.2037640  62.26842300
HST3D_25799              189.2579920  62.26862700
HST3D_25814              189.1971060  62.26872200
HST3D_25839              189.2629340  62.26891300
HST3D_25857              189.2662310  62.26899900
HST3D_25952              189.1340050  62.26945500
HST3D_26051              189.1888610  62.26990900
HST3D_26142              189.2260700  62.27019700
HST3D_26323              189.2434970  62.27081200
HST3D_26346              189.2641110  62.27117000
HST3D_26465              189.2173950  62.27162300
HST3D_26506              189.1110460  62.27189900
HST3D_26637              189.2261280  62.27252300
HST3D_26697              189.2278230  62.27280900
HST3D_26755              189.2096330  62.27311200
HST3D_26765              189.0953440  62.27309600
HST3D_26864              189.1574200  62.27360700
HST3D_26880              189.0990000  62.27361900
HST3D_26969              189.1618170  62.27398600
HST3D_26974              189.2277080  62.27414400
HST3D_26975              189.1196990  62.27416100
HST3D_26997              189.2290670  62.27426700
HST3D_27015              189.1173230  62.27433200
HST3D_27050              189.1380780  62.27445100
HST3D_27055              189.2398500  62.27452600
HST3D_27063              189.1725170  62.27457400
HST3D_27076              189.2005460  62.27458600
HST3D_27113              189.1255790  62.27484600
HST3D_27155              189.2010200  62.27518000
HST3D_27182              189.1391510  62.27529600
HST3D_27223              189.1248190  62.27547800
HST3D_27225              189.2025970  62.27551200
HST3D_27245              189.1385120  62.27560900
HST3D_27264              189.1546940  62.27565400
HST3D_27304              189.1140280  62.27620000
HST3D_27322              189.1683430  62.27596700
HST3D_27334              189.1338640  62.27600600
HST3D_27381              189.1602250  62.27622700
HST3D_27429              189.1275100  62.27667000
HST3D_27493              189.2513480  62.27685800
HST3D_27499              189.1590550  62.27687700
HST3D_27525              189.2150190  62.27700200
HST3D_27537              189.1696500  62.27706100
HST3D_27554              189.1698480  62.27729600
HST3D_27585              189.1228140  62.27718800
HST3D_27632              189.2331720  62.27747900
HST3D_27695              189.1706590  62.27774100
HST3D_27732              189.2520610  62.27796500
HST3D_27790              189.2017080  62.27860100
HST3D_27793              189.1726670  62.27830400
HST3D_27821              189.1582290  62.27842700
HST3D_27862              189.1376300  62.27862900
HST3D_27897              189.1369990  62.27895400
HST3D_27986              189.1992800  62.27946300
HST3D_28175              189.1436030  62.28054100
HST3D_28208              189.2169070  62.28068700
HST3D_28262              189.1905230  62.28090300
HST3D_28270              189.1298250  62.28116700
HST3D_28328              189.1573840  62.28152900
HST3D_28429              189.1698550  62.28189900
HST3D_28463              189.1632620  62.28187500
HST3D_28536              189.1247470  62.28221700
HST3D_28555              189.1797470  62.28238800
HST3D_28579              189.1566400  62.28256700
HST3D_28758              189.1685880  62.28354500
HST3D_28804              189.1765450  62.28372400
HST3D_28938              189.1969200  62.28450700
HST3D_29024              189.1866590  62.28491500
HST3D_29067              189.1885230  62.28538700
HST3D_29083              189.2307730  62.28537400
HST3D_29176              189.1424960  62.28570900
HST3D_29212              189.1840290  62.28593100
HST3D_29311              189.1553030  62.28646500
HST3D_29535              189.1833510  62.28772300
HST3D_29586              189.1598020  62.28794900
HST3D_29600              189.1987070  62.28801900
HST3D_30197              189.1925100  62.29125000
HST3D_9408               189.2172650  62.18963000
HST3D_9951               189.2206980  62.19233800
HST3D_10018              189.1696940  62.19267800
HST3D_10293              189.1895750  62.19390600
HST3D_10343              189.2330050  62.19409600
HST3D_10708              189.1670560  62.19580800
HST3D_10730              189.2168150  62.19579600
HST3D_10925              189.1739430  62.19685000
HST3D_11000              189.2259030  62.19725700
HST3D_11226              189.2210450  62.19823000
HST3D_11496              189.1736360  62.19957100
HST3D_11858              189.1688810  62.20117400
HST3D_11922              189.1773220  62.20155500
HST3D_11998              189.1726570  62.20188400
HST3D_12045              189.1868800  62.20213100
HST3D_12273              189.2469110  62.20342700
HST3D_12664              189.2493880  62.20528700
HST3D_12749              189.2491490  62.20520500
HST3D_14052              189.1547560  62.21185900
HST3D_14263              189.1433730  62.21271300
HST3D_14271              189.1399720  62.21275400
HST3D_14544              189.2103340  62.21401200
HST3D_14617              189.2751850  62.21433500
HST3D_14808              189.1291990  62.21515400
HST3D_14910              189.2280130  62.21569900
HST3D_15299              189.1998460  62.21755000
HST3D_15606              189.2223580  62.21948800
HST3D_15668              189.1032310  62.21970200
HST3D_15685              189.1029940  62.21978900
HST3D_15766              189.1745310  62.22026600
HST3D_15806              189.2354460  62.22044500
HST3D_15843              189.2361620  62.22057000
HST3D_16191              189.2771790  62.22245100
HST3D_16226              189.2769210  62.22238300
HST3D_16654              189.2779300  62.22493500
HST3D_16993              189.2610050  62.22645300
HST3D_17068              189.1701770  62.22675100
HST3D_17215              189.2129110  62.22742800
HST3D_17218              189.2126090  62.22743700
HST3D_17263              189.2676080  62.22762300
HST3D_17402              189.0937450  62.22840600
HST3D_17493              189.1276220  62.22893600
HST3D_17894              189.1003280  62.23085200
HST3D_18012              189.2031530  62.23148300
HST3D_18249              189.1762880  62.23223800
HST3D_18298              189.2605180  62.23278700
HST3D_18421              189.2604190  62.23329900
HST3D_18781              189.2778680  62.23496000
HST3D_18840              189.1652590  62.23523000
HST3D_19006              189.0778300  62.23592000
HST3D_19530              189.1692470  62.23846800
HST3D_19553              189.1046870  62.23819700
HST3D_19580              189.2768320  62.23866500
HST3D_19743              189.0947090  62.23935900
HST3D_19759              189.0949240  62.23946100
HST3D_19873              189.1752770  62.24015700
HST3D_19887              189.1113880  62.24019800
HST3D_19904              189.1116180  62.24028000
HST3D_20262              189.1240130  62.24210600
HST3D_20458              189.2838340  62.24303700
HST3D_20600              189.1327720  62.24369000
HST3D_20725              189.2595540  62.24436000
HST3D_20762              189.1635450  62.24447100
HST3D_20764              189.1703560  62.24447000
HST3D_20959              189.1447460  62.24552300
HST3D_21016              189.1072170  62.24574100
HST3D_21092              189.2031370  62.24609000
HST3D_21322              189.2810190  62.24731900
HST3D_21355              189.2258440  62.24750900
HST3D_21494              189.2368230  62.24825300
HST3D_21514              189.2682970  62.24834300
HST3D_21544              189.0877230  62.24846800
HST3D_21766              189.1077110  62.24968000
HST3D_21905              189.2724250  62.25036100
HST3D_22025              189.2606060  62.25089500
HST3D_22168              189.2678700  62.25143000
HST3D_22267              189.2150420  62.25187500
HST3D_22323              189.2277100  62.25173700
HST3D_22486              189.1931630  62.25282700
HST3D_22689              189.2491650  62.25364700
HST3D_22756              189.1657820  62.25419900
HST3D_22785              189.1693740  62.25432000
HST3D_22867              189.1297440  62.25475300
HST3D_22872              189.1019520  62.25473700
HST3D_23168              189.2040980  62.25620300
HST3D_23220              189.1434970  62.25642700
HST3D_23236              189.2769570  62.25634500
HST3D_23247              189.1330940  62.25653700
HST3D_23329              189.1614810  62.25692900
HST3D_23348              189.0822680  62.25695400
HST3D_23711              189.1592900  62.25885500
HST3D_23747              189.2401470  62.25902500
HST3D_24100              189.1623230  62.26069800
HST3D_24117              189.2459410  62.26078600
HST3D_24170              189.2541360  62.26108400
HST3D_24543              189.2172610  62.26284100
HST3D_24601              189.2175730  62.26310500
HST3D_24702              189.1987840  62.26361900
HST3D_24713              189.2206100  62.26367600
HST3D_24809              189.1010710  62.26411900
HST3D_24838              189.1533450  62.26427600
HST3D_24893              189.2481790  62.26442800
HST3D_24975              189.1219870  62.26487800
HST3D_25067              189.1551120  62.26519900
HST3D_25106              189.1388970  62.26536900
HST3D_25268              189.0927330  62.26603800
HST3D_25511              189.1876000  62.26728400
HST3D_25624              189.1343210  62.26752800
HST3D_25711              189.2605960  62.26828000
HST3D_26070              189.1938810  62.26998200
HST3D_26121              189.2601230  62.27022300
HST3D_26188              189.1311480  62.27035000
HST3D_26481              189.1258910  62.27177800
HST3D_26849              189.1856930  62.27350000
HST3D_27261              189.1255970  62.27567300
HST3D_27313              189.1387970  62.27593100
HST3D_27347              189.1206180  62.27606900
HST3D_27414              189.2417890  62.27647700
HST3D_27694              189.1749910  62.27774500
HST3D_28036              189.1916170  62.27971800
HST3D_28963              189.2111940  62.28459100
HST3D_29276              189.2251370  62.28628600
HST3D_29564              189.1388870  62.28804100
HST3D_7936               189.1793020  62.18201200
HST3D_8072               189.1797840  62.18275700
HST3D_9096               189.1652710  62.18796500
HST3D_9964               189.1698370  62.19243200
HST3D_10307              189.1218750  62.19324700
HST3D_10487              189.1549610  62.19472800
HST3D_10503              189.1537190  62.19477000
HST3D_10691              189.1504930  62.19573100
HST3D_11641              189.2042320  62.19975800
HST3D_12559              189.1631040  62.20475800
HST3D_12725              189.1304740  62.20513600
HST3D_12890              189.1290770  62.20641700
HST3D_13342              189.2195550  62.20843800
HST3D_13414              189.1377920  62.20840600
HST3D_14236              189.1452920  62.21259300
HST3D_14259              189.2338080  62.21243700
HST3D_14347              189.1354690  62.21305900
HST3D_14375              189.1731580  62.21318300
HST3D_14396              189.1370790  62.21327500
HST3D_14402              189.2077890  62.21325100
HST3D_14430              189.2068300  62.21351200
HST3D_15078              189.2777640  62.21653700
HST3D_15445              189.2620850  62.21851200
HST3D_15799              189.1044370  62.22034400
HST3D_16166              189.1495860  62.22201400
HST3D_16307              189.1405380  62.22302500
HST3D_16680              189.1198020  62.22499700
HST3D_17623              189.2090570  62.22958300
HST3D_17897              189.2043140  62.23091200
HST3D_18290              189.1478650  62.23273500
HST3D_19672              189.2368810  62.23910000
HST3D_19765              189.0886390  62.23948700
HST3D_20084              189.2498000  62.24122800
HST3D_20091              189.1431490  62.24121400
HST3D_20187              189.2504520  62.24177700
HST3D_20362              189.2408460  62.24262400
HST3D_21254              189.1346260  62.24703600
HST3D_21396              189.1377630  62.24777100
HST3D_21995              189.2053150  62.25077900
HST3D_22642              189.1483770  62.25364600
HST3D_23331              189.1977400  62.25696800
HST3D_23709              189.0964840  62.25880300
HST3D_24019              189.2759090  62.26030400
HST3D_24549              189.0840870  62.26278200
HST3D_24595              189.1420390  62.26301900
HST3D_24876              189.2046930  62.26444100
HST3D_25701              189.1332100  62.26811700
HST3D_26192              189.1927610  62.27016900
HST3D_26573              189.1518440  62.27221800
HST3D_27094              189.1089060  62.27469400
HST3D_27169              189.1756040  62.27526600
HST3D_27546              189.1407190  62.27724000
HST3D_28024              189.2382950  62.27967100
HST3D_28313              189.1143570  62.28113800
HST3D_28522              189.1807470  62.28223400
HST3D_28559              189.1957000  62.28242600
HST3D_28777              189.2296080  62.28361900
HST3D_29372              189.1555590  62.28677100
HST3D_30155              189.1773040  62.29105800
HST3D_30190              189.1799900  62.29140300
HST3D_30248              189.1771680  62.29151700
HST3D_8709               189.2011500  62.18602600
HST3D_8985               189.1700640  62.18729800
HST3D_9032               189.2033630  62.18765800
HST3D_9109               189.1690680  62.18804400
HST3D_9222               189.2006750  62.18862700
HST3D_9612               189.1831570  62.19072200
HST3D_9862               189.2221050  62.19209200
HST3D_10161              189.1831830  62.19326500
HST3D_10355              189.1674840  62.19400600
HST3D_10364              189.2012070  62.19421600
HST3D_10719              189.1846620  62.19578800
HST3D_10956              189.2538390  62.19702800
HST3D_11070              189.1860320  62.19754400
HST3D_11177              189.1592120  62.19800800
HST3D_11905              189.1485550  62.20143000
HST3D_12378              189.2611490  62.20395400
HST3D_12521              189.2038350  62.20465300
HST3D_12612              189.2015750  62.20479800
HST3D_12758              189.1591210  62.20575900
HST3D_12811              189.2121620  62.20603700
HST3D_13142              189.1756070  62.20755600
HST3D_13895              189.1175190  62.21107900
HST3D_13961              189.1180090  62.21137400
HST3D_14581              189.2761500  62.21418400
HST3D_15174              189.1680590  62.21702500
HST3D_15222              189.2440890  62.21727200
HST3D_15509              189.1719950  62.21838600
HST3D_15572              189.1610790  62.21901000
HST3D_15609              189.1415300  62.21946800
HST3D_15746              189.0958600  62.22008500
HST3D_15884              189.1520020  62.22083700
HST3D_16103              189.0918060  62.22190600
HST3D_16348              189.2278480  62.22328700
HST3D_16593              189.1922560  62.22460700
HST3D_17394              189.1353890  62.22833000
HST3D_17806              189.1851850  62.23044900
HST3D_17862              189.1733860  62.23040800
HST3D_17987              189.2279350  62.23135200
HST3D_18072              189.1828390  62.23174300
HST3D_18352              189.1437700  62.23299900
HST3D_18621              189.0994860  62.23423100
HST3D_18742              189.0836260  62.23471200
HST3D_18764              189.1133870  62.23484400
HST3D_18816              189.2537330  62.23516100
HST3D_18852              189.2754410  62.23528700
HST3D_18938              189.2283120  62.23567500
HST3D_19165              189.0920850  62.23669700
HST3D_19174              189.0826460  62.23674000
HST3D_19215              189.0922800  62.23694400
HST3D_19575              189.2621260  62.23866800
